postcode,locality,region,island,lat,long,,territory
7832,Kumara,West Coast,South Island,-42.6217,171.1725,,Westland District
7832,Kumara Junction,West Coast,South Island,-42.6217,171.1725,,Westland
7840,Cobden,West Coast,South Island,-42.4491,171.2108,,Grey District
7841,Runanga,West Coast,South Island,-42.402,171.2522,,Grey District
7842,Hokitika,West Coast,South Island,-42.7172,170.9614,,Westland District
7843,Ahaura,West Coast,South Island,-42.3486,171.5407,,Grey District
7844,Haast,West Coast,South Island,-43.862,169.0035,,Westland District
7845,Moana,West Coast,South Island,-42.5722,171.483,,Grey District
7846,Ikamatua,West Coast,South Island,-42.2712,171.6849,,Buller District
7847,Springs Junction,West Coast,South Island,-42.3351,172.182,,Buller District
7848,Waimangaroa,West Coast,South Island,-41.714,171.763,,Buller District
7851,Reefton,West Coast,South Island,-42.1194,171.8648,,Buller District
7856,Franz Josef/Waiau,West Coast,South Island,-43.3888,170.182,,Westland District
7857,Whataroa,West Coast,South Island,-43.262,170.3604,,Westland District
7859,Weheka,West Coast,South Island,-43.4655,170.0172,,Westland District
7860,Ross,West Coast,South Island,-42.8988,170.8167,,Westland District
7861,Kumara,West Coast,South Island,-42.63,171.1859,,Westland District
7862,Maruia,West Coast,South Island,-42.1885,172.2204,,Westland District
7863,Harihari,West Coast,South Island,-43.1491,170.5572,,Westland District
7864,Market Cross,West Coast,South Island,-41.2514,172.1284,,Buller District
7865,Charleston,West Coast,South Island,-41.9073,171.4381,,Buller District
7866,Carters Beach,West Coast,South Island,-41.7557,171.599,,Buller District
7867,Hector,West Coast,South Island,-41.6068,171.8779,,Buller District
7871,Ikamatua,West Coast,South Island,-42.2476,171.6635,,Buller District
7872,Bell Hill,West Coast,South Island,-42.5384,171.717,,Grey District
7873,Barrytown,West Coast,South Island,-42.2469,171.3227,,Grey District
7875,Aickens,West Coast,South Island,-42.8109,171.6001,,Grey District
7881,Kowhitirangi,West Coast,South Island,-42.907,171.138,,Westland District
7882,Goldsborough,West Coast,South Island,-42.6852,171.1127,,Westland District
7883,Kowhitirangi,West Coast,South Island,-42.886,170.9152,,Westland District
7884,Harihari,West Coast,South Island,-43.1353,170.6262,,Westland District
7885,Fergusons,West Coast,South Island,-43.0658,170.8442,,Westland District
7886,Mahitahi,West Coast,South Island,-43.7673,169.3817,,Westland District
7891,Mokihinui Mine,West Coast,South Island,-41.5514,172.0406,,Buller District
7892,Te Kuha,West Coast,South Island,-41.8946,171.5678,,Buller District
7893,Oparara,West Coast,South Island,-41.2059,172.1609,,Buller District
7895,Crushington,West Coast,South Island,-42.1053,172.0272,,Buller District
7901,Ben Ohau,Canterbury,South Island,-44.262,170.0746,,Mackenzie
7901,Ohau,Canterbury,South Island,-44.262,170.0746,,Mackenzie
7901,Twizel,Canterbury,South Island,-44.262,170.0746,,Mackenzie District
7903,Pleasant Point,Canterbury,South Island,-44.2585,171.1305,,Timaru District
7903,Totara Valley,Canterbury,South Island,-44.2585,171.1305,,Timaru
7910,Fairview,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Gleniti,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Glenwood,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Highfield,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Kensington,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Maori Park,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Marchwiel,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Oceanview,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Otipua Creek,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Parkside,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Redruth,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Scarborough,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Seaview,Canterbury,South Island,-44.3864,171.2285,,Timaru District
7910,Timaru Central,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Timaru Port,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Waimataitai,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Washdyke,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Washdyke Flat,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,Watlington,Canterbury,South Island,-44.3864,171.2285,,Timaru
7910,West End,Canterbury,South Island,-44.3864,171.2285,,Timaru
7912,Kingsdown,Canterbury,South Island,-44.4875,171.2097,,Timaru
7912,Pareora,Canterbury,South Island,-44.4875,171.2097,,Timaru District
7920,Temuka,Canterbury,South Island,-44.2374,171.2852,,Timaru District
7924,Waimate,Canterbury,South Island,-44.7318,171.0476,,Waimate District
7925,Fairlie,Canterbury,South Island,-44.0947,170.8289,,Mackenzie District
7930,Denfield,Canterbury,South Island,-44.0934,171.242,,Timaru
7930,Geraldine,Canterbury,South Island,-44.0934,171.242,,Timaru District
7940,Timaru,Canterbury,South Island,-44.395,171.2532,,Timaru District
7941,Puhuka,Canterbury,South Island,-44.3563,171.238,,Timaru District
7942,Parkside,Canterbury,South Island,-44.3906,171.2445,,Timaru District
7943,Kensington,Canterbury,South Island,-44.4053,171.2344,,Timaru District
7944,Twizel,Canterbury,South Island,-44.258,170.1,,Mackenzie District
7945,Lake Tekapo,Canterbury,South Island,-44.0043,170.4772,,Mackenzie District
7946,Glentanner,Canterbury,South Island,-43.7327,170.0938,,Mackenzie District
7947,Pleasant Point,Canterbury,South Island,-44.2601,171.1275,,Timaru District
7948,Temuka,Canterbury,South Island,-44.244,171.2773,,Timaru District
7949,Fairlie,Canterbury,South Island,-44.0984,170.8295,,Mackenzie District
7956,Geraldine,Canterbury,South Island,-44.0912,171.2436,,Timaru District
7957,Cave,Canterbury,South Island,-44.3103,170.9524,,Timaru District
7958,Winchester,Canterbury,South Island,-44.1851,171.2782,,Timaru District
7960,Waimate,Canterbury,South Island,-44.7334,171.0476,,Waimate District
7971,Esk Valley,Canterbury,South Island,-44.53,171.086,,Waimate District
7972,Southburn,Canterbury,South Island,-44.4575,171.0532,,Timaru District
7973,Seadown,Canterbury,South Island,-44.3175,171.2918,,Timaru District
7974,Claremont,Canterbury,South Island,-44.3314,171.124,,Timaru District
7977,Waihaorunga,Canterbury,South Island,-44.7324,170.8388,,Waimate District
7978,Waimate,Canterbury,South Island,-44.6945,171.0101,,Waimate District
7979,Waihao Forks,Canterbury,South Island,-44.8281,170.9906,,Waimate District
7980,Morven,Canterbury,South Island,-44.8219,171.1192,,Waimate District
7982,Hazelburn,Canterbury,South Island,-44.2151,170.9986,,Timaru District
7983,Sutherlands,Canterbury,South Island,-44.2887,171.0431,,Timaru District
7984,Mawaro,Canterbury,South Island,-44.3312,170.8526,,Waimate District
7985,Waitohi Flat,Canterbury,South Island,-44.204,171.1929,,Timaru District
7986,Orton,Canterbury,South Island,-44.1694,171.3866,,Timaru District
7987,Waikarua,Canterbury,South Island,-44.0577,170.8816,,Mackenzie District
7988,Esk Valley,Canterbury,South Island,-44.5216,171.0694,,Waimate District
7990,Sherwood Downs,Canterbury,South Island,-43.6686,170.9233,,Timaru District
7991,Te Moana,Canterbury,South Island,-44.0601,171.108,,Timaru District
7992,Arundel,Canterbury,South Island,-44.0184,171.2776,,Timaru District
7999,Ben Ohau,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Burkes Pass,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Cattle Creek,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Glentanner,Canterbury,South Island,-43.9781,170.1682,,Timaru District
7999,Huxley Gorge,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Mount Cook,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Mount Cook National Park,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Ohau,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Tekapo,Canterbury,South Island,-43.9781,170.1682,,Timaru
7999,Totara Peak,Canterbury,South Island,-43.9781,170.1682,,Timaru
8011,Addington,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Christchurch,Canterbury,South Island,-43.5341,172.637,,Christchurch City
8011,Christchurch Central,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Linwood,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Phillipstown,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Riccarton,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Sydenham,Canterbury,South Island,-43.5341,172.637,,Christchurch
8011,Waltham,Canterbury,South Island,-43.5341,172.637,,Christchurch
8013,Christchurch,Canterbury,South Island,-44.5772,175.5503,,Christchurch City
8013,Christchurch Central,Canterbury,South Island,-44.5772,175.5503,,Christchurch
8013,Edgeware,Canterbury,South Island,-44.5772,175.5503,,Christchurch
8013,Mairehau,Canterbury,South Island,-44.5772,175.5503,,Christchurch
8013,Richmond,Canterbury,South Island,-44.5772,175.5503,,Christchurch
8013,Shirley,Canterbury,South Island,-44.5772,175.5503,,Christchurch
8014,Christchurch Central,Canterbury,South Island,-43.5136,172.6204,,Christchurch
8014,Fendalton,Canterbury,South Island,-43.5136,172.6204,,Christchurch
8014,Merivale,Canterbury,South Island,-43.5136,172.6204,,Christchurch
8014,Saint Albans,Canterbury,South Island,-43.5136,172.6204,,Christchurch City
8014,St Albans,Canterbury,South Island,-43.5136,172.6204,,Christchurch
8014,Strowan,Canterbury,South Island,-43.5136,172.6204,,Christchurch
8022,Cashmere,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8022,Cashmere Hills,Canterbury,South Island,-43.5831,172.6644,,Christchurch City
8022,Ferrymead,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8022,Governors Bay,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8022,Heathcote Valley,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8022,Hillsborough,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8022,St Martins,Canterbury,South Island,-43.5831,172.6644,,Christchurch
8023,Beckenham,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Bromley,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Ferrymead,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Hillsborough,Canterbury,South Island,-43.5559,172.669,,Christchurch City
8023,Opawa,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Sydenham,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Waltham,Canterbury,South Island,-43.5559,172.669,,Christchurch
8023,Woolston,Canterbury,South Island,-43.5559,172.669,,Christchurch
8024,Addington,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Barrington,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Beckenham,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Middleton,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Riccarton,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Sockburn,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Somerfield,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8024,Spreydon,Canterbury,South Island,-43.5565,172.6024,,Christchurch City
8024,Sydenham,Canterbury,South Island,-43.5565,172.6024,,Christchurch
8025,Halswell,Canterbury,South Island,-43.5884,172.579,,Selwyn District
8025,Hoon Hay,Canterbury,South Island,-43.5884,172.579,,Selwyn
8025,Kennedys Bush,Canterbury,South Island,-43.5884,172.579,,Selwyn
8025,Prebbleton,Canterbury,South Island,-43.5884,172.579,,Selwyn
8025,Taitapu,Canterbury,South Island,-43.5884,172.579,,Selwyn
8025,Westmorland,Canterbury,South Island,-43.5884,172.579,,Selwyn
8025,Wigram,Canterbury,South Island,-43.5884,172.579,,Selwyn
8041,Addington,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8041,Burnside,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8041,Fendalton,Canterbury,South Island,-43.5225,172.5813,,Christchurch City
8041,Ilam,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8041,Middleton,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8041,Riccarton,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8041,Upper Riccarton,Canterbury,South Island,-43.5225,172.5813,,Christchurch
8042,Avonhead,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Broomfield,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Hei Hei,Canterbury,South Island,-43.5294,172.5174,,Selwyn District
8042,Hornby,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Hornby South,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Ilam,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Islington,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Riccarton,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Russley,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Sockburn,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Templeton,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Upper Riccarton,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Wigram,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8042,Yaldhurst,Canterbury,South Island,-43.5294,172.5174,,Selwyn
8051,Belfast,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Casebrook,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Christchurch Airport,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Coutts Island,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Harewood,Canterbury,South Island,-43.4611,172.5247,,Christchurch City
8051,Marshland,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Mcleans Island,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Northwood,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,Redwood,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8051,West Melton,Canterbury,South Island,-43.4611,172.5247,,Christchurch
8052,Belfast,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Bishopdale,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Bryndwr,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Fendalton,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Mairehau,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Northcote,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Papanui,Canterbury,South Island,-43.5008,172.6257,,Christchurch City
8052,Shirley,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,St Albans,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8052,Strowan,Canterbury,South Island,-43.5008,172.6257,,Christchurch
8053,Bishopdale,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Burnside,Canterbury,South Island,-43.4957,172.568,,Christchurch City
8053,Casebrook,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Christchurch Airport,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Harewood,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Ilam,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Mcleans Island,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Northcote,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Papanui,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Russley,Canterbury,South Island,-43.4957,172.568,,Christchurch
8053,Yaldhurst,Canterbury,South Island,-43.4957,172.568,,Christchurch
8061,Aranui,Canterbury,South Island,-43.5079,172.7022,,Christchurch City
8061,Avondale,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Avonside,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Bexley,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Brighton,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Burwood,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Dallington,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,New Brighton,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Shirley,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8061,Wainoni,Canterbury,South Island,-43.5079,172.7022,,Christchurch
8062,Brighton,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,Bromley,Canterbury,South Island,-43.541,172.71,,Christchurch City
8062,Linwood,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,New Brighton,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,Phillipstown,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,South New Brighton,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,Southshore,Canterbury,South Island,-43.541,172.71,,Christchurch
8062,Woolston,Canterbury,South Island,-43.541,172.71,,Christchurch
8081,Ferrymead,Canterbury,South Island,-43.5753,172.7589,,Christchurch
8081,Heathcote Valley,Canterbury,South Island,-43.5753,172.7589,,Christchurch
8081,Mt Pleasant,Canterbury,South Island,-43.5753,172.7589,,Christchurch
8081,Redcliffs,Canterbury,South Island,-43.5753,172.7589,,Christchurch
8081,Sumner,Canterbury,South Island,-43.5753,172.7589,,Christchurch City
8082,Cass Bay,Canterbury,South Island,-43.6024,172.7241,,Christchurch
8082,Corsair Bay,Canterbury,South Island,-43.6024,172.7241,,Christchurch
8082,Lyttelton,Canterbury,South Island,-43.6024,172.7241,,Christchurch City
8083,Belfast,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Bottle Lake,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Brighton,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Brooklands,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Burwood,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Kainga,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Marshland,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,New Brighton,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,North Beach,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Ouruhia,Canterbury,South Island,-43.4492,172.6875,,Christchurch City
8083,Parklands,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Shirley,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Styx,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8083,Waimairi Beach,Canterbury,South Island,-43.4492,172.6875,,Christchurch
8140,Christchurch,Canterbury,South Island,-43.5319,172.6316,,Christchurch City
8141,Christchurch,Canterbury,South Island,-43.5286,172.6392,,Christchurch City
8142,Christchurch,Canterbury,South Island,-43.5352,172.6403,,Christchurch City
8143,Saint Albans,Canterbury,South Island,-43.5136,172.6377,,Christchurch City
8144,Christchurch,Canterbury,South Island,-43.5241,172.6307,,Christchurch City
8145,Opawa,Canterbury,South Island,-43.5404,172.6585,,Christchurch City
8146,Saint Albans,Canterbury,South Island,-43.5127,172.622,,Christchurch City
8147,Linwood,Canterbury,South Island,-43.5302,172.6573,,Christchurch City
8148,Avonside,Canterbury,South Island,-43.5177,172.6559,,Christchurch City
8149,Spreydon,Canterbury,South Island,-43.5451,172.6083,,Christchurch City
8240,Sydenham,Canterbury,South Island,-43.5452,172.6365,,Christchurch City
8241,Woolston,Canterbury,South Island,-43.5498,172.6842,,Christchurch City
8242,Beckenham,Canterbury,South Island,-43.5579,172.6366,,Christchurch City
8243,Spreydon,Canterbury,South Island,-43.5457,172.6085,,Christchurch City
8244,Somerfield,Canterbury,South Island,-43.5571,172.6189,,Christchurch City
8245,Halswell,Canterbury,South Island,-43.5802,172.567,,Christchurch City
8246,Hillsborough,Canterbury,South Island,-43.558,172.6542,,Christchurch City
8247,Mount Pleasant,Canterbury,South Island,-43.5574,172.7026,,Christchurch City
8440,Riccarton,Canterbury,South Island,-43.5298,172.6012,,Christchurch City
8441,Hornby,Canterbury,South Island,-43.5432,172.5252,,Christchurch City
8442,Upper Riccarton,Canterbury,South Island,-43.5318,172.5723,,Christchurch City
8443,Wigram,Canterbury,South Island,-43.5384,172.5559,,Christchurch City
8444,Ilam,Canterbury,South Island,-43.5167,172.5718,,Christchurch City
8445,Templeton,Canterbury,South Island,-43.5533,172.4732,,Christchurch City
8540,Fendalton,Canterbury,South Island,-43.5177,172.5884,,Christchurch City
8542,Papanui,Canterbury,South Island,-43.4952,172.6088,,Christchurch City
8543,Harewood,Canterbury,South Island,-43.489,172.5872,,Christchurch City
8544,Harewood,Canterbury,South Island,-43.4884,172.5388,,Christchurch City
8545,Burnside,Canterbury,South Island,-43.489,172.567,,Christchurch City
8546,Belfast,Canterbury,South Island,-43.4454,172.6324,,Christchurch City
8640,Dallington,Canterbury,South Island,-43.507,172.6631,,Christchurch City
8641,New Brighton,Canterbury,South Island,-43.5073,172.7287,,Christchurch City
8642,Bromley,Canterbury,South Island,-43.533,172.6735,,Christchurch City
8643,Aranui,Canterbury,South Island,-43.5178,172.7005,,Christchurch City
8840,Sumner,Canterbury,South Island,-43.569,172.7593,,Christchurch City
8841,Lyttelton,Canterbury,South Island,-43.603,172.7223,,Christchurch City
8842,North New Brighton,Canterbury,South Island,-43.4816,172.706,,Christchurch City
8941,Diamond Harbour,Canterbury,South Island,-43.6252,172.7402,,Christchurch City
8942,Diamond Harbour,Canterbury,South Island,-45.2397,178.0457,,Chatham Island
8971,Allandale,Canterbury,South Island,-43.6438,172.6814,,Christchurch City
8972,Pigeon Bay,Canterbury,South Island,-43.658,172.8054,,Christchurch City
9010,Dalmore,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Glenleith,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Halfway Bush,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Helensburgh,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Kaikorai,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Leith Valley,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Liberton,Otago,South Island,-45.8366,170.5074,,Dunedin City
9010,Maori Hill,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Normanby,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,North East Valley,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Opoho,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Pine Hill,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Roslyn,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Upper Junction,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Wakari,Otago,South Island,-45.8366,170.5074,,Dunedin
9010,Woodhaugh,Otago,South Island,-45.8366,170.5074,,Dunedin
9011,Balaclava,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Belleknowes,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Bradford,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Brockville,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Calton Hill,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Caversham,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Clyde Hill,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Glenross,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Kenmure,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Lookout Point,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Maryhill,Otago,South Island,-45.8792,170.472,,Dunedin
9011,Mornington,Otago,South Island,-45.8792,170.472,,Dunedin City
9011,Mount Grand,Otago,South Island,-45.8792,170.472,,Dunedin
9011,The Glen,Otago,South Island,-45.8792,170.472,,Dunedin
9012,Calton Hill,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Caversham,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Concord,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Corstorphine,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Dunedin Central,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Dunedin South,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Forbury,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Kensington,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Kew,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Saint Clair,Otago,South Island,-45.9059,170.4912,,Dunedin
9012,Saint Kilda,Otago,South Island,-45.9059,170.4912,,Dunedin City
9013,Andersons Bay,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Highcliff,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Lawyers Head,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Musselburgh,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Ocean Grove,Otago,South Island,-45.8962,170.5368,,Dunedin City
9013,Saint Kilda,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Shiel Hill,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Tainui,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Vauxhall,Otago,South Island,-45.8962,170.5368,,Dunedin
9013,Waverley,Otago,South Island,-45.8962,170.5368,,Dunedin
9014,Broad Bay,Otago,South Island,-45.8447,170.6214,,Dunedin City
9014,Company Bay,Otago,South Island,-45.8447,170.6214,,Dunedin
9014,Macandrew Bay,Otago,South Island,-45.8447,170.6214,,Dunedin
9014,Portobello,Otago,South Island,-45.8447,170.6214,,Dunedin
9016,Belleknowes,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Dunedin Central,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Dunedin North,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Dunedin South,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Mornington,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Opoho,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Roslyn,Otago,South Island,-45.8714,170.5119,,Dunedin
9016,Waverley,Otago,South Island,-45.8714,170.5119,,Dunedin City
9018,Abbotsford,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Burnside,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Chain Hills,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Concord,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Corstorphine,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Fairfield,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Green Island,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Kenmure,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Mount Grand,Otago,South Island,-45.9004,170.4259,,Dunedin
9018,Sunnyvale,Otago,South Island,-45.9004,170.4259,,Dunedin City
9018,Waldronville,Otago,South Island,-45.9004,170.4259,,Dunedin
9019,Outram,Otago,South Island,-45.8603,170.2312,,Dunedin City
9022,Maia,Otago,South Island,-45.8534,170.5626,,Dunedin City
9022,Ravensbourne,Otago,South Island,-45.8534,170.5626,,Dunedin
9022,Saint Leonards,Otago,South Island,-45.8534,170.5626,,Dunedin
9022,Sawyers Bay,Otago,South Island,-45.8534,170.5626,,Dunedin
9023,Careys Bay,Otago,South Island,-45.8185,170.6084,,Dunedin
9023,Port Chalmers,Otago,South Island,-45.8185,170.6084,,Dunedin
9023,Roseneath,Otago,South Island,-45.8185,170.6084,,Dunedin
9023,Sawyers Bay,Otago,South Island,-45.8185,170.6084,,Dunedin City
9023,Upper Junction,Otago,South Island,-45.8185,170.6084,,Dunedin
9024,Chain Hills,Otago,South Island,-45.8839,170.3552,,Dunedin
9024,East Taieri,Otago,South Island,-45.8839,170.3552,,Dunedin
9024,Kinmont Park,Otago,South Island,-45.8839,170.3552,,Dunedin
9024,Mosgiel,Otago,South Island,-45.8839,170.3552,,Dunedin City
9035,Brighton,Otago,South Island,-45.9397,170.337,,Dunedin City
